Stock,Author,Title,AskingPrice,Notes,ISBN,,,,,
632,"Rankin, Ian",Set in Darkness,2,"UK PB reprint Orion 2001. VG. Light creasing to spine, light rubbing to edges, minor laminate peel to rear cover.",0752837087,,,,,
1403,"Raymond, Ernest","We, the accused",17.24,"UK 1st thus, Pan 1960. Fine condition, stunning for its age. Light page browning but very light wear to edges only.",n/a,,,,,
1496,"Reardon, Joyce",The diary of Ellen Rimbauer,7.24,"UK 1/1 Trade paperback issued simultaneously with hardback edition, Hodder & Stoughton 2002. Fine condition",034082560x,,,,,
1260,"Simms, Chris",Shifting Skin,2.24,"UK 1st thus PB, Orion 2007. New book",9780752881683,,,,,
1261,"Simms, Chris",Shifting Skin,2.24,"UK 1st thus PB, Orion 2007. New book",9780752881683,,,,,
1262,"Simms, Chris",Shifting Skin,2.24,"UK 1st thus PB, Orion 2007. New book",9780752881683,,,,,
853,"Smith, Guy N",The son of the werewolf,25,"UK 1/1 PBO NEL 1978. VG condition, light wear, cover neatly laminated",450036765,,,,,
855,"Smith, Guy N",Return of the Werewolf,20,"UK 1/1 PBO NEL 1977. VG condition, light wear",450028178,,,,,
857,"Smith, Guy N",The Slime Beast,20,"UK 1/1 PBO NEL 1976. VG condition, light wear",450024792,,,,,
858,"Smith, Guy N",Werewolf by Moonlight,31.2,"UK 1/1 PBO NEL 1974. VG condition, light wear",450020460,,,,,
1517,"Smith, Guy N",The Black Fedora,3.24,"UK 1/1 PBO, Sphere 1991. VG+ condition, light wear only.",0747407304,,,,,
1521,"Smith, Guy N",Wolfcurse,3.24,"UK 1/1 PBO, NEL 1981. VG+ condition, lightly worn",0450051587,,,,,
1522,"Smith, Guy N",Caracal,4.24,"UK 1/1 PBO, NEL 1980. VG+ condition, lightly worn on spine and edges.",0450047717,,,,,
1523,"Smith, Guy N",Thirst II: The Plague,4.24,"UK 1/1 PBO, NEL 1987. VG+ condition, lightly worn to spine",0450416860,,,,,
1524,"Smith, Guy N",The Festering,4.24,"UK 1/1 PBO, Arrow 1989. VG condition, lightly worn to spine and edges",0099610809,,,,,
1525,"Smith, Guy N",The Neophyte,4.24,"UK 1/1 PBO, NEL 1986. VG+ condition, light wear to spine only.",0450058581,,,,,
1527,"Smith, Guy N",The origin of the crabs,17.24,"UK 1/1 PBO, NEL 1979. VG+ condition, light shelfwear to edges only.",0450043886,,,,,
1529,"Smith, Guy N",The Pluto Pact,7.24,"UK 1/1 PBO, Hamlyn 1982. VG+ condition, light wear to spine and edges.",060020488x,,,,,
1530,"Smith, Guy N",The Lurkers,4.24,"UK 1/1 PBO, Hamlyn 1982. VG+ condition, light wear to spine and edges.",0600206211,,,,,
1531,"Smith, Guy N",The Wood,4.24,"UK 1/1 PBO, NEL 1985. VG+ condition, lightly worn on spine and edges",0450058476,,,,,
1533,"Smith, Guy N",The Sucking Pit,17.24,"UK 1/1 PBO, NEL 1975. VG+ condition, lightly worn on spine and edges",0450022730,,,,,
1534,"Smith, Guy N",Locusts,3.24,"UK 1/1 PBO, Hamlyn 1979. VG condition, light wear to spine and edges",0600355640,,,,,
1535,"Smith, Guy N",Killer Crabs,17.24,"UK 1/1 PBO, NEL 1978. VG+ condition, lightly worn on spine and edges, previous owner dedication on inside cover",0450038173,,,,,
1536,"Smith, Guy N",Bats out of hell,12.24,"UK 1/1 PBO, NEL 1978. VG condition, lightly worn on spine and edges. ",0450038734,,,,,
1539,"Smith, Guy N",The Undead,4.24,"UK 1/1 PBO, NEL 1983. VG+ condition, light wear to edges and minor tear on fep. ",0450055027,,,,,
1505,"Sullivan, Tim",V: The florida project,7.24,"UK 1/1 PBO, NEL 1986. VG+ condition, light creasing and wear, spine lightly faded. Good copy of scarce V series followon novel. ",0450058700,,,,,
1508,"Sullivan, Tim",V: The New England Resistance,3.24,"UK 1/1 PBO, NEL 1987. Nr Fine condition, light shelfwear only. Good copy of V series followon novel.",0450402290,,,,,
1544,"Wagner, Karl Edward",The Year's best horror stories: Series 13,7.24,"USA 1/1 PBO, Daw 1985. VG+ condition, light wear to edges and spine only",0886770866,,,,,
1506,"Weinstein H & Crispin, A C",V: East coast crisis,3.24,"UK 1/1 PBO, NEL 1985. VG+ condition, v light creasing and wear only. Good copy of V series followon novel",0450058379,,,,,
1402,"Wilson, Colin",Ritual in the Dark,22.24,"UK 1st thus PB, Pan 1960. VG+ condition - the usual page browning. V Light spine creasing, but a 2cm split to front bottom edge. General wear but a good bright copy",n/a,,,,,
1386,"Wilson, F Paul",Healer,12.24,"UK 1st thus PB, Hamlyn 1979. VG+ condition, light wear only.",0600345750,,,,,
1389,"Wilson, F Paul",Sister Night,7.24,"UK 1st thus PB, New English Library 1994. F condition, great condition with shelf wear only.",0450594246,,,,,
1390,"Wilson, F Paul",The Tomb,22.24,"UK 1st thus PB, New English Library 1986. Fine condition, single light crease to spine and light shelfwear",045039753x,,,,,
1391,"Wilson, F Paul",Nightworld,12.24,"UK 1st thus PB, New English Library 1993. VG+ condition, light creasing to spine and front edge. Otherwise good tight copy",0450581756,,,,,
1392,"Wilson, F Paul",Reborn,7.24,"UK 1st thus PB, New English Library 1991. VG condition, light creasing to spine. Otherwise good tight copy. ",0450551296,,,,,
1393,"Wilson, F Paul",The Touch,7.24,"UK 1st thus PB, New English Library 1988. VG condition, light creasing to spine. Otherwise good tight copy. ",0450421686,,,,,
421,"Wilson, Laura",Hello Bunny Alice,5,"UK 1st paperback edition, Orion, 2004, Fine.",752858858,,,,,
1515,"Wold, Allen",V: The pursuit of Diana,3.24,"UK 1/1 PBO, NEL 1985. VG+ condition, light creasing and wear. Good copy of scarce V series followon novel",0450058506,,,,,
96,"Wood, Christopher","James Bond, The Spy Who Loved Me",2,"1st UK paperback, Panther, 1977, Fair. The novel of the film, picture of Moore on cover, film credits on rear cover. A little creased and marked to spine edges, this book is also a little loose in binding.",586045090,,,,,
97,"Wood, Christopher","James Bond, The Spy Who Loved Me",2.5,"1st UK paperback, Panther 1977, Fair. The novel of the film, picture of Moore on cover, film credits on rear cover. A little creased and marked to spine edges, this book has a minor sticker residue on front cover.",586045090,,,,,
1387,"Yeovil, Jack",Dark future,8.24,"UK 1/1 PBO, GW books 1990. Kim Newman pseudonym. Vg condition, light wear and small sticker mark to rear cover on barcode panel.",187237218x,,,,,
1110,"Amis, Martin",Other people: A Mystery Story,47.24,"UK 1/1 HB, Jonathan Cape 1981",0224017667,,,,,
934,"Anderson, Pamela",Star: a novel,17.25,"UK 1/1HB, Simon & Schuster 2004. F/F, very lightest shelf wear only, book has been bound with cover on upside down. Comes with original full colour doublesided DJ.",0743268245,,,,,
327,"Banks, Iain M",Dead Air,10,"Uncorrected Bound proof, Little,Brown 2002. Fine",316860549,,,,,
1053,"Rowling, J K",Harry Potter & the Philosophers Stone: 3D Movie Book,17.24,"UK 1/1 large format softback, BBC Worldwide 2001. VG condition, with original 3D glasses which at some point have been bagged and reattached to inside front cover. Original removal caused light marking but this page is blank so text & pictures are unaffec",0563533358,,,,,
618,"Walker, Sue",the reunion,15,"UK Signed Uncorrected Proof, Penguin, Michael Joseph 2004. Trade PB format with colour card wraps as issued, VG. Bumped to top spine edges. With two promo bookmarks as issued. ",0718147146,,,,,
647,"Clinton, Bill",My Life,32.24,"UK 1st edn 1st imp HB, Hutchinson 2004. VG/VG. Light rubbing & bumping to edges.",0091795273,,,,,
1598,"Godwin, Sara",Gorillas,27.24,"UK 1/1 HB, Headline 1991. Nr F / Nr F, light shelfwear only. Large format hardback edition, lovely photography",0747202117,,,,,
1730,"Greaves, Jimmy",A funny thing happened on my way to spurs,20,"UK 1/1HB, Nicholas Kaye 1962. VG/VG, Book is nr fine with only very gentle wear to boards and good clean pages. DJ is complete and bright with light wear to edges. Really nice copy of early career autobiography",n/a,,,,,
1684,"Jones, Jimmy",Now this is a very true story,17.2,"UK 1/1 HB, John Blake 2010. Signed by Garry Bushell (the books ghostwriter) to the fep. (NOTE THE BOOK IS NOT SIGNED BY JIMMY JONES HIMSELF). Nr F / Nr F, light shelfwear only. ",9781843581963,,,,,
1196,"Keegan, Kevin",Kevin Keegan: My autobiography,27.24,"UK 1/1 HB, Little Brown 1997. Signed by author ""Very best wishes, Kevin Keegan"" to the dedication page. VG/VG, light wear to edges, DJ is pc.",0316641529,,,,,
1407,"Kenney, Shawna",I was a teenage dominatrix,24.99,"UK 1/1 PBO, Corgi 2002. Signed by Author to title page. VG+ condition. Sticker patch on cover, otherwise immaculate",0552150258,,,,,
1618,None,Kick Off: Premiership guide 1999/2000,4.19,"UK paperback. Sidan Press in conjunction with the Daily Telegraph, 1999. Fine Condition",0952604132,,,,,
1656,None,Star Trek annual 1975,10.2,"UK 1st edition annual, World Distributors 1975. VG+ condition, clean copy with no markings or writings. Bright boards with just gentle bumping to corners. Pages clean. Not price clipped. Really nice copy.",SBN 723502552,,,,,
1657,None,Space 1999 Annual 1978,7.2,"UK Annual 1978, World & Whitman. VG+ condition with no writings or markings. V light bumping to bottom corners, otherwise bright unmarked covers.",SBN 723565503,,,,,
1663,"Pitt, Ingrid",Life's a scream,47.2,"UK 1/1 HB, Heinemann 1999. Nr F / Nr F, lightest shelfwear to DJ, light tanning to pages consistent with publisher and age. Autobiography of the late actress Ingrid Pitt who was known as the Queen of Scream. Audiobook also available.",0434007625,,,,,
1664,"Pitt, Ingrid",Life's a scream,47.2,"UK 1/1 HB, Heinemann 1999. Nr F / Nr F, lightest shelfwear to DJ, light tanning to pages consistent with publisher and age. Autobiography of the late actress Ingrid Pitt who was known as the Queen of Scream. Audiobook also available.",0434007625,,,,,
1665,"Pitt, Ingrid",Life's a scream,7.2,"UK Audiobook, Random House 1999. 3hrs on two cassettes, read by Ingrid Pitt. New item, sealed in original cellophane. Autobiography of the actress known as the Queen of Scream.",1856866513,,,,,
1620,"Schruers, Fred",Blondie,6.99,"UK Star 1980 PBO. Slight marking to cover, otherwise very good condition.",0352307781,,,,,
1623,"Thomas, David",Elimination: The ZZ Top story,13.24,"Omnibus large paperback 1985. Nr Fine condition, light shelfwear to edges only",0711907188,,,,,
1624,"Windsor, Barbara",Barbara: The laughter and tears of a cockney sparrow,22.24,"UK 1st ed, 1st imp. VG/VG. Signed ""lots of love, Barbara Windsor"" to FEP",071263519x,,,,,
707,"Winton, Dale",My story,7.24,"UK 1/1 HB, Century 2002. VG/VG",071262368x,,,,,
1667,"Deaver, Jeffery",Carte Blanche,200,UK Limited Edition Boxed set. Hodder & Stoughton 2011. 1/1 HB edition signed and numbered 584/750 on tipped in limitation page. Presented in black fliptop box. All correct and in fine condition. Publishers cellophane neatly opened at top to check contents,9781444737073,,,,,
1669,"Deaver, Jeffery",Carte Blanche,72.2,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and dated with publication date to title page by Jeffery Deaver at launch day event. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering. Comes with promotion",9781444716474,,,,,
1670,"Deaver, Jeffery",Carte Blanche,72.2,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and dated with publication date to title page by Jeffery Deaver at launch day event. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering. Comes with promotion",9781444716474,,,,,
1671,"Deaver, Jeffery",Carte Blanche,19.99,"UK 1/1 HB, Hodder & Stoughton 2011. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering.",9781444716474,,,,,
1672,"Deaver, Jeffery",Carte Blanche,19.99,"UK 1/1 HB, Hodder & Stoughton 2011. F/F condition new book. This is the standard issue hardback featuring white dustjacket with red lettering.",9781444716474,,,,,
1673,"Deaver, Jeffery",Carte Blanche,49.99,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and numbered edition 585/1500 by Jeffery Deaver. F/F condition new book. This is the Independent Bookseller hardback featuring alternative dustjacket design of silver smoke on black background. Comes with promoti",9781444738216,,,,,
1674,"Deaver, Jeffery",Carte Blanche,49.99,"UK 1/1 HB, Hodder & Stoughton 2011. Signed and numbered edition 1016/1500 by Jeffery Deaver. F/F condition new book. This is the Independent Bookseller hardback featuring alternative dustjacket design of silver smoke on black background. Comes with promot",9781444738216,,,,,
139,"Eaton, Shirley",Golden Girl,14,"1st UK large format softcover, Batsford, 1999, Fine. Autobiography of Shirley Eaton (Jill Masterson in Goldfinger). ",713484586,,,,,
1239,"Faulks, Sebastian",Devil May Care,30,"UK 1/1 HB, Penguin 2008. F/F ",9780718153762,,,,,
1240,"Faulks, Sebastian",Devil May Care,30,"UK 1/1 HB, Penguin 2008. F/F ",9780718153762,,,,,
1243,"Faulks, Sebastian",Devil May Care,30,"UK 1/1 HB, Penguin 2008. F/F ",9780718153762,,,,,
1246,"Faulks, Sebastian",Devil May Care,147.24,"UK 1/1 HB, Penguin 2008. Signed by Author to title page & by Tuuli Shipster (cover artwork model) to fep. F/F condition, comes with Times Extracts and Interview magazine. ",9780718153762,,,,,
1247,"Faulks, Sebastian",Devil May Care,147.24,"UK 1/1 HB, Penguin 2008. Signed by Author to title page & by Tuuli Shipster (cover artwork model) to fep. F/F condition.",9780718153762,,,,,
1248,"Faulks, Sebastian",Devil May Care,99,"UK 1/1 HB, Penguin 2008. Signed by Tuuli Shipster (cover artwork model) to fep. F/F condition.",9780718153762,,,,,
1249,"Faulks, Sebastian",Devil May Care,75,"UK 1/1 HB, Penguin 2008. Signed by Tuuli Shipster (cover artwork model) to dustjacket front cover. F/F condition.",9780718153762,,,,,
1250,"Faulks, Sebastian",Devil May Care,499.99,"UK Limited Boxed edition, 165/500.",9780718154493,,,,,
41,"Fleming, Ian",Thunderball,25,"1st UK HB, Cape 1961, G - First edition but without DJ. Owners name neatly on fep, some dirt marks to page edges and a couple of pages have minor stains to bottom. Covers a little grubby.",,,,,,
78,"Fleming, Ian",Dr No,3,"UK Paperback reprint, Pan 1961, VG. Fantastic cover (same as 1st edn) by Peff, this paperback has a light crease to cover, marks to edges of spine and a coupls of small nicks at top and bottom of spine. ",,,,,,
80,"Fleming, Ian",From Russia with Love,4,"UK Paperback reprint. Pan 1961, VG. Fantastic cover art (same as 1st edition) by Peff. Crease to rear cover, very light marking to spine edges. Really lovely condition.",,,,,,
81,"Fleming, Ian",Casino Royale,3,"UK Paperback reprint, Pan 1962, VG. Cover art features girl in lacy black dress with torturer in shadows. Foxing and spotting to top edge, a little rolled and with light marking to spine edges.",,,,,,
82,"Fleming, Ian",Moonraker,3,"UK Paperback reprint, Pan 1965, Vg. Cover art features rocket ascending against blue background. A little spotting to top edge, light marking to spine edges.",,,,,,
83,"Fleming, Ian",The Man with the Golden Gun,3,"UK paperback reprint, Pan 1967, G. Cover art features gun and BOAC boarding card sitting on tobacco leaf. Book has creasing to rear cover and 1cm nick to top edge of spine and front cover.",,,,,,
84,"Fleming, Ian",On Her Majesty's Secret Service,3,"UK paperback reprint, Pan 1965, Vg. Cover art features wedding ring and bloodstain on snow background. Small stain to rear cover and very light creasing to spine.",,,,,,
85,"Fleming, Ian",The Diamond Smugglers,5,"UK paperback reprint, Pan 1965, Fine. Cover artwork by Tayler features hand dropping diamonds into a hand. Features four pages of black & white photo's. Very lightly rubbed. This appears to be an edition printed for the Australian and Canadian markets as ",,,,,,
87,"Fleming, Ian",Octopussy,3,"UK paperback reprint, Pan 1968, Vg.  Cover features butterfly sitting on gold bar nestling amongst boulders.",,,,,,
88,"Fleming, Ian",Octopussy,2.5,"UK paperback reprint, Pan 1968, G. Cover features butterfly sitting on gold bar nestling amongst boulders. Cover is marked and has some waterdamage. A little creasing to spine.",,,,,,
89,"Fleming, Ian",The Spy Who Loved Me,7,"1st UK Paperback, Pan 1967, VG. Cover features burning map. Minor sticker residue on cover, lightly rubbed to spine edges.",,,,,,
90,"Fleming, Ian",The Spy Who Loved Me,7,"1st UK paperback, Pan 1967, Vg. Cover features burning map. ",,,,,,
91,"Fleming, Ian",The Spy Who Loved Me,3,"1st Uk paperback, Pan 1967, Fair. Cover features burning map. Marked to spine edges, creased to covers and 3cm split to spine at front cover edge. Ink mark inside over bottom of 60 pages but does not affect text.",,,,,,
92,"Fleming, Ian",The Spy Who Loved Me,3,"UK paperback reprint, Pan 1967, Fine. Cover features burning map (same as 1st edition). ",,,,,,
178,"Fleming, Ian",Dr No,3,"UK Reprint, Pan 1965 (19th print). Vg-. The sixth Bond thriller from Fleming. Cover is white spiders web on blue background. Nice tight copy, marking to front cover, little rubbing to edges. Browning to page edges.",,,,,,
179,"Fleming, Ian",Casino Royale,2.5,"UK Reprint, Pan paperback (24th print 1966). G. Film tie in edition of the first Bond novel. Cover artwork is of girl with psychadelic pattern and lettering on her body, rear cover features cast and credits from the film starring David Niven. A little gru",,,,,,
180,"Fleming, Ian",From Russia with Love,2.5,"UK reprint, Pan paperback (20th print 1965), VG.  Cover features camera film in faberge egg on red background. Edges rubbed, red colour on spine has faded a little, small splits to bottom of spine. Pages browned and previous owners name written on inside ",,,,,,
209,"Fleming, Ian",For Your Eyes Only,3,"The Book Club, Charing Cross Road edition 1960. VG. (without DJ). Foxing and spotting to block edges and page edges but a nice tight binding and clean otherwise. Good Reader. ",,,,,,
210,"Fleming, Ian",On Her Majesty's Secret Service,3,"The Book Club, Charing Cross Road edition 1963. VG (without DJ). Foxing and spotting to block edges and page edges, cover a little dirty but binding tight. Good Reader.",,,,,,
211,"Fleming, Ian",The Man with the Golden Gun (Condensed),6,"Readers Digest Condensed books (First Edition) - features three other non Fleming titles as well as The Man with the Golden Gun. Also short profile of Fleming and story has some original illustrations. This is the Deluxe edition, green leather quarto to s",,,,,,
212,"Fleming, Ian",Live and Let Die,6,Reprint Society 1956 edition. VG (without DJ) Good tight copy with very light foxing to endpapers.  ,,,,,,
214,"Fleming, Ian",On Her Majesty's Secret Service,4,"The Book Club edition 1963. (G / Poor). Book is good tight binding, just a little grubby. DJ is missing bottom 1.75 of spine and has a open tear 2"" into the front cover. Edges are rubbed and bumped top of spine has two 0.5cm splits to edges",,,,,,
215,"Fleming, Ian",On Her Majesty's Secret Service,4,Jonathan Cape reprint 1973 (Fair/Fair). Ex library copy - book has the usual stamps and marks to the inside covers where the ticket pockets has been unsubtly taken out! Book is badly rolled. DJ is under plastic but then taped at the flaps which has left s,022460208x,,,,,
216,"Fleming, Ian",You Only Live Twice,4,"Jonathan Cape 1979 reprint, (Fair / Good). Book is rolled but clean copy with a tight binding although the bottom edges of pages have been torn out in places (?) - this does not affect the text however. DJ edges are rubbed but clean otherwise and colour h",224608509,,,,,
548,"Fleming, Ian",You Only Live Twice,4,"Book Club edn 1964. Reader only, boards discoloured but good tight bind. DJ has chips and tears to spine edges.",,,,,,
904,"Fleming, Ian",From Russia with Love,6.99,"UK 1st thus paperback, Penguin 2006. Revised edition with introduction by Charlie Higson",0141028297,,,,,
1216,"Fleming, Ian",Octopussy & 007 in New York,6.24,"UK 1st thus, Penguin 2008. Times branded paperback includes Octopussy and article 007 in New York released to promote Devil May Care.",n/a,,,,,
1217,"Fleming, Ian",Octopussy & 007 in New York,6.24,"UK 1st thus, Penguin 2008. Times branded paperback includes Octopussy and article 007 in New York released to promote Devil May Care.",n/a,,,,,
1557,"Fleming, Ian",From russia with love,27.24,"UK 1st thus pb, 1st impression, Penguin 2004. This is a special edition produced for Smirnoff Vodka featuring a different cover to the one shown. Black covers with logo and inner cover features history of Smirnoff Black vodka and cocktail recipes. Book is",9780141189413,,,,,
1619,"Fleming, Ian",Octopussy & 007 in New York,6.24,"UK 1st thus, Penguin 2008. Times branded paperback includes Octopussy and article 007 in New York released to promote Devil May Care.",n/a,,,,,
230,"Gardner, John","Win, Lose or Die",22.24,"US 1st Edn HB, Putnam 1989, VG/VG. Bond works undercover to stop a hijack at sea. the 8th 007 novel by Gardner. Book has a slight lean, Dj is lightly rubbed to edges.",399134360,,,,,
260,"Gardner, John",Scorpius,17.24,"1st UK HB, Hodder & Stoughton 1988, G/VG. A dead body in the Thames starts the seventh Bond adventure by John Gardner. Book is clean and tidy but has a split to page binding - no pages are loose however. Book is graded and priced accordingly but it sounds",340415231,,,,,
604,"Gardner, John",Death is forever,37.24,"UK 1st edn HB, Hodder & Stoughton 1992. VG/VG. Lightly rubbed & bumped. 1 small split to rear DJ foldover edge",0340548169,,,,,
605,"Gardner, John",Brokenclaw,37.24,"UK 1st edn HB, Hodder & Stoughton 1990. VG/VG. Lightly rubbed & bumped.",0340415258,,,,,
606,"Gardner, John",Never send flowers,37.24,"UK 1st edn HB, Hodder & Stoughton 1993. VG/VG. Lightly rubbed & bumped.",0340584122,,,,,
1455,"Gardner, John",Brokenclaw,5.24,"UK HB, Guild publishing 1991. VG+ / VG+, light shelf wear to edges only.",CN4743,,,,,
1600,"Gardner, John",for special services,17.24,"UK 1/1 HB, Jonathan Cape 1982. VG/VG condition. Book is good tight bind. DJ is gently worn at edges and points, good colour retained. Not ex library copy. Very nice copy of the second of John Gardners Bond series",0224029347,,,,,
1308,"Moore, Roger",My word is my Bond,99.99,"UK 1/1 HB, Michael O'Mara 2008. Signed by Roger Moore to title page at London event on Oct 15th 2008. F/F condition.",9781843173182,,,,,
213,"Pearson, John",The Life of Ian Fleming,4,"1966 Companion Book Club edition. VG (without dj). Includes photos. Nice tight binding, a little foxing and spotting to block edges. Date written neatly on inside front cover.",,,,,,
1662,"Pearson, John",James Bond: The Authorized Biography,17.2,"UK 1/1 HB, Sidgwick & Jackson 1973. VG/VG, light wear to price clipped DJ, crease to front foldover flap. Light wear to edges with small chips to spine corners. Book tight and clean, light colouring to page block edge only.",0283979461,,,,,
1009,"Westbrook, Kate",The Moneypenny Diaries,42.24,"UK 1/1 HB, John Murray 2005. Signed by Author to title page. F/F.",0719567408,,,,,
1225,"Westbrook, Kate",The Moneypenny Diaries,29.99,"UK 1/1 HB, John Murray 2005. F/F.",0719567408,,,,,
1323,"Westbrook, Kate",The Moneypenny Diaries,22.24,"UK 1/1 HB, Jonathan Murray 2005. F/F, lightest shelfwear only",0719567408,,,,,
1646,"Westbrook, Kate",The Moneypenny Diaries,22.2,"UK 1/1 HB, Jonathan Murray 2005. F/F, lightest shelfwear only",0719567408,,,,,
1041,"Winder, Simon","The name's Bond, James Bond",7.24,"UK 1st thus PB, Penguin 2001. VG+ condition, light shelf wear only.",0140294732,,,,,
586,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page",0141318597,,,,,
651,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page with ""Thrilled & Chilled"" dedication",0141318597,,,,,
652,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page with ""Thrilled & Chilled"" dedication",0141318597,,,,,
653,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. Signed by Author to title page with ""Thrilled & Chilled"" dedication",0141318597,,,,,
654,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Signed by author to title page. Puffin 2005. New Book.",0141318597,,,,,
691,"Higson, Charlie",Young Bond 1: Silverfin,147.25,"UK 1st Limited Collectors Edition. No 937/999, HB edn signed by Charlie Higson and housed in Silverfin slipcase. Includes BloodFever promo postcard.",0141382619,,,,,
692,"Higson, Charlie",Young Bond 1: Silverfin,147.25,"UK 1st Limited Collectors Edition. No 334/999, HB edn signed by Charlie Higson and housed in Silverfin slipcase. Includes BloodFever promo postcard.",0141382619,,,,,
713,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
714,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
718,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
719,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
720,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
721,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
722,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
723,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
724,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
767,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005.Signed by author to title page New Book.",0141318597,,,,,
785,"Higson, Charlie",Young Bond 2:Blood Fever,97.24,"UK Uncorrected proof, Puffin 2006. Signed by Author to title page. Fine condition, includes Character cards 001/006 inclusive in foil envelope.",0141318600,,,,,
810,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. ",0141318597,,,,,
821,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
822,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
823,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Sequel to the hugely successful Debut Silverfin",0141318600,,,,,
846,"Higson, Charlie",Young Bond 1: Silverfin,172.24,"UK 1/1 Uncorrected Proof, Puffin 2005. Signed by Author to title page. Fine condition",0141318597,,,,,
863,"Higson, Charlie",Young Bond 2:Blood Fever,75,"UK 1st Limited Collectors Edition. No 838/999, HB edn signed by Charlie Higson and housed in Blood Fever slipcase. Includes YoungBond #3 promo postcard.",0141383585,,,,,
864,"Higson, Charlie",Young Bond 2:Blood Fever,75,"UK 1st Limited Collectors Edition. No 993/999, HB edn signed by Charlie Higson and housed in Blood Fever slipcase. Includes YoungBond #3 promo postcard.",0141383585,,,,,
865,"Higson, Charlie",Young Bond 2:Blood Fever,75,"UK 1st Limited Collectors Edition. No 808/999, HB edn signed by Charlie Higson and housed in Blood Fever slipcase. Includes YoungBond #3 promo postcard.",0141383585,,,,,
870,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. VG+ condition, light wear to edges with two light creases to spine and a gentle bump to top fromt edge.",0141318597,,,,,
871,"Higson, Charlie",Young Bond 1: Silverfin,172.24,"UK 1/1 Uncorrected Proof, Puffin 2005. Signed by Author to title page. Fine condition",0141318597,,,,,
896,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag, with competition leaflet and flyer.",0141322032,,,,,
